asin,title,price,rating,sales_volume,reviews_count,description,image_link
B0C18X7L4W,"CMON Cyberpunk 2077: Gangs of Night City Board Game - Conquer Night City in This Immersive Sci-Fi Strategy Game! Adventure Game, Ages 14+, 1-4 Players, 90-120 Min Playtime, Made",84,4.6,50+ bought in past month,57,"Join young dragons on a fiery adventure! Dragon’s Breath is a simple kids board game to set up and is a fast-paced family game brimming with excitement. Fun and luck come together in this exciting, award-winning game—perfect for family games for kids and adults to play again and again! Winner of the prestigious 2018 Kinderspiel des Jahres Award, this kids game is one the best board games for a reason!
Young dragons Mira, Feo, Luna, and Diego have found an icy column packed with hidden treasures. With help from their fire-breathing dad, they aim to melt the ice little by little and collect the precious stones that fall from the top. Each player chooses a color and selects which stones to collect each round, then removes an ice ring and watches the treasures tumble. The dragon who collects the most sparkling stones by the end wins the game!
Playing HABA games gives everyone the opportunity to work together to solve problems, strategize, be a good sport, and did we mention, have fun? We have endless games to choose from, just expect to play again and again. Whether you’re looking for kid board games for family night or fun games your children can enjoy on their own, HABA has a wide selection to explore! From magnetic puzzles and building games to stacking, memory, and matching games, you’ll find options for every age and skill level. These games for kids ages 4-8 and beyond are designed for fun competition and the kind of bonding only a great family game can bring. Perfect for indoor recess games in the classroom or cozy nights at home—HABA has your next game covered!",https://m.media-amazon.com/images/I/81QZwjGwqRL._AC_SL1500_.jpg
B0C1ZP8Y89,"Wandering Towers, Strategy Board Game About Trapping Wizards, Movement, Magic & Spells, Fun Family Games for 6 Players, Ages 10+, 1-6 Players, 30 Mins",43.78,4.9,100+ bought in past month,98,"Dominion, the popular strategy card game now comes to you in this massive combination pack jammed full of the best boxed sets, additional cards and extras. Dominion: big box II contains Dominion 2nd edition and Dominion: intrigue 2nd edition. Additional base cards allow 2-6 players. Compatible with all Dominion expansions. The Big Box set includes the Second Edition of both the core Dominion game and the large expansion Intrigue. In addition to the components from the two sets, the Big Box will have extra base cards that allows games with up to six players.",https://m.media-amazon.com/images/I/81-m5bGj1fL._AC_SL1500_.jpg
B01MA5AJY9,"Rio Grande Games: Dominion Big Box 2nd Edition: Strategy Board Game, Comes with Extra Base Cards for 5-6 Players, Compatible with All Dominion Expansions",62.96,4.8,200+ bought in past month,1921,"A minute to learn...a lifetime to master! In this fast-paced strategy game, place your disk to enclose your opponent's disk and work to take over the board. When you enclose your opponent's disk, flip them over to your color – but look out! Your opponent is planning on doing the same to you. The lead can change with the flip of a disk in this classic 2-player game.",https://m.media-amazon.com/images/I/81pQ76xmsHS._AC_SL1500_.jpg
B009SAAV0C,The Resistance: Avalon Card Game - Thrilling Social Deduction Board Game - Quick Strategy & Deception for 5-10 Players - Ages 13+ - 30 Minute Play Time - By Indie Boards & Cards,24.37,4.8,600+ bought in past month,3845,"Cosmoctopus is an engine-building, tentacle-gathering board game for 1 to 4 devotees. Guide Cosmoctopus through the Inky Realm, a flexible configuration of tiles, to gather resources and obtain powerful cards that represent relics, scripture, hallucinations and constellations. Harness the power of these bizarre objects and experiences, craft potent card combinations and be the first to gain 8 tentacles to win!",https://m.media-amazon.com/images/I/81bfdMGLxoL._AC_SL1500_.jpg
B0CF643CQ4,"Cosmoctopus Board Game - Engine-Building, Tentacle-Gathering Strategy Game, Fun Family Game for Kids and Adults, Ages 14+, 1-4 Players, 60-90 Minute Playtime, Made by Lucky Duck Games",39.75,4.8,50+ bought in past month,51,"Product Description Step into the legendary world of Arthurian lore with The Resistance: Avalon, where strategy, deception, and social deduction meet in an exhilarating tabletop experience. This card game for 5-10 players immerses you in a high-stakes battle between the forces of good and evil. Take on roles as loyal knights of Arthur's Round Table or sinister minions of Mordred, as trust and betrayal unfold in every round. In Avalon, players must complete missions while unmasking traitors hidden among them. Deceive or deduce as the game’s narrative evolves, with fast-paced rounds that keep the tension alive. With intuitive rules, Avalon is perfect for newcomers while offering deep strategy to satisfy experienced players. A single game lasts about 30 minutes, making it a great choice for game nights or quick sessions on the go. Whether you’re with family, friends, or fellow gaming enthusiasts, this portable card game delivers endless fun and suspense. Compact and travel-friendly, Avalon fits seamlessly into parties, vacations, or gatherings. Expand your experience with other games from the Dystopian Universe, including Coup and The Resistance, to dive deeper into a shared world of political intrigue and hidden agendas. Will you lead your allies to victory, or will betrayal tip the scales? Find out in The Resistance: Avalon, a must-have addition to your game collection. From the Manufacturer The Resistance: Avalon pits the forces of Good and Evil in a battle to control the future of civilization. Arthur represents the future of Britain, a promise of prosperity and honor, yet hidden among his brave warriors are Mordred's unscrupulous minions. These forces of evil are few in number but have knowledge of each other and remain hidden from all but one of Arthur's servants. Merlin alone knows the agents of evil, but he must speak of this only in riddles. If his true identity is discovered, all will be lost.",https://m.media-amazon.com/images/I/71wfVhog0qL._AC_SL1500_.jpg
B09V84NV18,"Dungeons & Dragons Dragonlance: Warriors of Krynn, Cooperative Board Game for 3-5 Players",24.94,4.5,50+ bought in past month,127,"Dragonlance: Warriors of Krynn is a cooperative game of adventure and strategy where you play heroes battling against the terrifying Dragon Army. As conflict rages around you, maneuver between battlefields and adventure locations to tip the scales of war. This stand-alone board game includes rules for integrating characters from the Dungeons & Dragons companion adventure Dragonlance: Shadow of the Dragon Queen (sold separately or available together in the Deluxe Edition bundle.) Board game components: 1 scenario book, 1 rulebook, 6 hero figures, 7 custom dice, 1 key moment tracker, 6 hero boards, 130 plastic markers, 9 double-sided battle tiles, 22 double-sided adventure tiles, 106 tokens, 323 cards, and 1 storage tray.",https://m.media-amazon.com/images/I/81ToFlRXQhL._AC_SL1500_.jpg
B0CSLVLQP7,Goliath Crossbows & Catapults Castle Battle | Game of Strategy | Build Your Castle & Destroy Your Opponent | 2 Players | Ages 7+,32.99,4.5,300+ bought in past month,108,"It’s a classic battle game made even better with catapults and crossbows! Build up your castle and strategize to keep your army safe while taking your enemy down. With each turn, you can move your general or your warriors to safety while you unleash your weapons on your opponent. The last person standing wins it all! Includes 2 Crossbows, 2 Catapults, 1 Goblin General, 5 Goblin Warriors, 4 Goblin Flags, 4 Goblin Shields, 1 Dwarf General, 5 Dwarf Warriors, 4 Dwarf Flags, 4 Dwarf Shields, 6 Ammo Pieces, 20 Castle Pieces, 1 Sticker Sheet, and Complete Instructions. Recommended for 2 players, ages 7 and up.",https://m.media-amazon.com/images/I/81z31vMm+ZL._AC_SL1500_.jpg
B0DXQF894V,Cyclades | Strategy Game | Ages 14+ | 2 to 6 Players | 60-90 Minutes,74.99,5,50+ bought in past month,1,"Product Description Mancala is one of the world's oldest and best-loved games, and Pressman's folding wooden Mancala board offers an affordable way to play that makes a great travel game as well as a wonderful home edition. Players take turns scooping up the special stones and counting them out one at a time into the pockets on the board. When they drop a stone into an empty pocket on their side of the board, they capture all the stones in the opposite pocket. It sounds like a simple marble game, but it's got plenty of strategy and reinforces STEM skills like counting and strategic planning. The winner is the player who collects the most stones! This folding Mancala includes a hinged wooden playing board, 48 plastic stones, and complete instructions. From the Manufacturer Mancala is thousands of years old, tracing its lineage to ancient Egypt. Legend has it that workers played the game during rest periods while building the pyramids. But the game is great for modern times as well--it has gained new popularity as one of the world's most intriguing and clever two-player games. To start, place all the stones in the pockets of the board. When it's your turn, choose a pocket and scoop up all the stones in it, then drop them back into the pockets one-by-one as you circle the board. With just a few easy rules to follow, the object is to collect the most by the end of the game. All the pieces go back inside the game unit for easy storage. This set includes: 1 high quality wood hinged playing board, 48 plastic stones and complete instructions.",https://m.media-amazon.com/images/I/713tHzDLvVL._AC_SL1500_.jpg
B0008EJXEW,"WE Games Go Game Set 12 Inch - Traditional Go Set with Pull-Out Storage Drawers, Portable Wood Veneer Goban, Strategy Board Games for Adults, Go Board Game",39.99,4.3,300+ bought in past month,912,"WE Games has been perfecting classic board games since 1977. We are located in Los Angeles, CA and are proudly a family-owned, small business.
We are dedicated to delivering the highest quality games to you and your family. Our heirloom quality games will stand the test of time and will be enjoyed for generations to come.
Go is more than just a game; it's a tool for enhancing strategic thinking & problem-solving skills. Each move challenges your brain making it a valuable educational experience for adults.
Whether at home, in a coffee shop, or during a picnic, WE Games’ go board game timeless appeal fits any setting. Its portability and simple setup make it the perfect companion for on-the-go play or quiet evenings.
This go game set is made from wood veneer, offering durability & a premium feel. The craftsmanship ensures each piece is built to last, providing you with a game that’s not only enjoyable but also a beautiful addition to any game collection.",https://m.media-amazon.com/images/I/81DwYl8cMXL._AC_SL1500_.jpg
B09SGR5JYY,"AEG The Guild of Merchant Explorers | Explore The World, Establish New Settlements | Nautical Voyage Adventure Board Game | 1-4 Players | Ages 10+",34.99,4.6,100+ bought in past month,120,"Sleeping Gods: Dungeons adds six dungeons to Sleeping Gods. Each dungeon includes a map and stories. In a dungeon, gameplay will be slightly altered from the regular game. Each map is printed on thick card stock (Letter-sized, 8.5×11 inches). A separate dungeon booklet contains all of the descriptions, encounters, and puzzles that you'll experience as you explore. You can access these dungeons at specific locations in the atlas of the Sleeping Gods base game. When you reach a location that contains a dungeon, you can choose to read from the standard storybook, or instead explore the dungeon that is located there. The specified location number is listed in the top left corner of the dungeon map. Each dungeon holds dangerous traps, vicious monsters, and treasure that you can find. Because dungeons take longer to explore than a standard location, there are a few small changes to game play when you enter one. While in the dungeon, players take turns taking two actions each, which include moving to new rooms, examining your surroundings, and more.",https://m.media-amazon.com/images/I/81yxFBfQUML._AC_SL1500_.jpg
B08T17HJKD,"Sleeping Gods: Dungeons by Red Raven Games, Strategy Board Game",0,0,0,0,"Dominion: 2nd Edition is an improvement over the classic Dominion. Upgraded covers and cards make it more interesting and fun to play. This new version has streamlined rules and amended card text to eliminate confusion. You are a monarch, like your parents before you, a ruler of a small pleasant kingdom of rivers and evergreens. Unlike your parents, however, you have hopes and dreams. You want a bigger and more pleasant kingdom, with more rivers and a wider variety of trees. You want a Dominion. In all directions lie fiefs, freeholds, and feodum. All are small bits of land, controlled by petty lords and verging on anarchy. You will bring civilization to these people, uniting them under your banner. But wait. It must be something in the air, several other monarchs have had the exact same idea. You must race to get as much of the unclaimed land as possible, fending them off along the way. To do this you will hire minions, construct buildings, spruce up your castle, and fill the coffers of your treasury. Your parents wouldn't be proud, but your grandparents, would be delighted.",https://m.media-amazon.com/images/I/71+oq1JEe9L._AC_SL1500_.jpg
B01LYLIS2U,"Rio Grande Games Dominion 2nd Edition | Deckbuilding Strategy Game for 2-4 Players, Ages 13+ | Updated Cards, Artwork, Streamlined Rules",37.02,4.9,500+ bought in past month,3567,"['https://m.media-amazon.com/images/S/aplus-media-library-service-media/d8b6584a-e037-4443-83a9-dede9858e0f2.__CR0,0,970,600_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/bb668651-fb03-4a51-9a59-2f3527a1b1d1.__CR0,0,970,600_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/f5fe7655-ec9a-4c40-b520-098a43d482de.__CR0,0,970,600_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/559438f2-0162-47fa-a9d9-c44c79c641ed.__CR0,0,970,600_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/c206dea0-8406-471e-b30a-d7a86081570f.__CR0,0,970,600_PT0_SX970_V1___.jpg', 'https://m.media-amazon.com/images/S/aplus-media-library-service-media/17301a0e-bebc-4a26-835e-6393983d6940.__CR0,0,970,600_PT0_SX970_V1___.jpg']",https://m.media-amazon.com/images/I/9152Ik8HZ5L._SL1500_.jpg
B07HM82WCC,Horrible Games | Potion Explosion (3rd Edition) | Strategy Board Game | Now with a Plastic Marble Dispenser | 2 to 4 Players | 30+ Minutes | Ages 14+,0,4.7,50+ bought in past month,669,"It's Senior Year at The horribilorum sorcery Academy for witty witches and wizards. All the hard work and studying comes down to this: the final exam! Under the helpful tutelage of the Headmaster, players have learned how to handle volatile ingredients and turn them into fantastical potions! In Potion Explosion 3rd edition, players take on the role of students trying to pass their final exam for the year. To do this, they'll be creating potions by pulling marbles from the new plastic dispenser. These represent ingredients in the various potion recipes. When a marble is taken, the rest slide down the ramp. If two same-color marbles touch, An explosion happens and the player can take those marbles, too! More explosions means more marbles and faster positions-making each completed potion also grants a special ability when drunk. At the end of the game, The player that scores The most points is deemed head of the class and graduates with top honors. The new plastic dispenser in Potion Explosion (3rd Edition) has been redesigned for easier use and storage with high-quality, durable plastic.",https://m.media-amazon.com/images/I/61Z25azUgYL._AC_SL1200_.jpg
